CODIGO IES PADRE,IES,Año,Tasa,Tipo,Categoria,Nivel de formacion
2825.0,CORPORACION UNIVERSITARIA RAFAEL NUEZ,2010,16.93,TAI,IES Padre Total,nan
2827.0,CORPORACION UNIVERSITARIA DEL META - UNIMETA,2010,19.83,TAI,IES Padre Total,nan
2828.0,CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-,2010,15.85,TAI,IES Padre Total,nan
2829.0,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,2010,20.21,TAI,IES Padre Total,nan
2830.0,CORPORACION UNIVERSITARIA IBEROAMERICANA,2010,11.83,TAI,IES Padre Total,nan
2831.0,CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA,2010,33.62,TAI,IES Padre Total,nan
2832.0,UNIVERSIDAD DE SANTANDER - UDES,2010,16.08,TAI,IES Padre Total,nan
2833.0,CORPORACION UNIVERSITARIA REMINGTON,2010,15.48,TAI,IES Padre Total,nan
2834.0,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA,2010,12.76,TAI,IES Padre Total,nan
2836.0,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA,2010,24.42,TAI,IES Padre Total,nan
2837.0,CORPORACION UNIVERSITARIA REPUBLICANA,2010,15.53,TAI,IES Padre Total,nan
2838.0,CORPORACION COLEGIATURA COLOMBIANA,2010,10.16,TAI,IES Padre Total,nan
2840.0,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE,2010,14.57,TAI,IES Padre Total,nan
2842.0,CORPORACION UNIVERSITARIA REFORMADA - CUR -,2010,32.91,TAI,IES Padre Total,nan
2847.0,CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,2010,31.35,TAI,IES Padre Total,nan
2848.0,CORPORACION UNIVERSITARIA  UNITEC,2010,20.76,TAI,IES Padre Total,nan
2849.0,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA,2010,12.93,TAI,IES Padre Total,nan
2850.0,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,2010,10.11,TAI,IES Padre Total,nan
2901.0,ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO,2010,97.22,TAI,IES Padre Total,nan
2902.0,ESCUELA DE LOGISTICA,2010,18.75,TAI,IES Padre Total,nan
2903.0,ESCUELA DE COMUNICACIONES,2010,0.0,TAI,IES Padre Total,nan
2905.0,CENTRO DE EDUCACION MILITAR - CEMIL,2010,0.0,TAI,IES Padre Total,nan
3102.0,INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-,2010,53.26,TAI,IES Padre Total,nan
3103.0,COLEGIO MAYOR DE BOLIVAR,2010,17.15,TAI,IES Padre Total,nan
3104.0,COLEGIO MAYOR DEL CAUCA,2010,22.45,TAI,IES Padre Total,nan
3107.0,INSTITUCIN UNIVERSITARIA PASCUAL BRAVO,2010,22.99,TAI,IES Padre Total,nan
3114.0,ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA,2010,1.74,TAI,IES Padre Total,nan
3115.0,INSTITUTO TECNOLOGICO DEL PUTUMAYO,2010,65.83,TAI,IES Padre Total,nan
3117.0,INSTITUCIN UNIVERSITARIA ITSA,2010,34.26,TAI,IES Padre Total,nan
3201.0,UNIDADES TECNOLOGICAS DE SANTANDER,2010,25.85,TAI,IES Padre Total,nan
3204.0,TECNOLOGICO DE ANTIOQUIA,2010,17.52,TAI,IES Padre Total,nan
3301.0,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,2010,19.31,TAI,IES Padre Total,nan
3302.0,INSTITUTO TECNOLOGICO METROPOLITANO,2010,23.41,TAI,IES Padre Total,nan
3303.0,ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO,2010,39.05,TAI,IES Padre Total,nan
3702.0,FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-,2010,20.51,TAI,IES Padre Total,nan
3703.0,FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-,2010,13.25,TAI,IES Padre Total,nan
3705.0,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA,2010,13.17,TAI,IES Padre Total,nan
3706.0,"FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.",2010,19.11,TAI,IES Padre Total,nan
3710.0,FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR,2010,30.32,TAI,IES Padre Total,nan
3712.0,FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-,2010,24.35,TAI,IES Padre Total,nan
3713.0,FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU,2010,17.47,TAI,IES Padre Total,nan
3715.0,FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO,2010,25.81,TAI,IES Padre Total,nan
3716.0,TECNOLOGICA FITEC,2010,16.31,TAI,IES Padre Total,nan
3718.0,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,2010,31.48,TAI,IES Padre Total,nan
3719.0,INSTITUCION UNIVERSITARIA LATINA - UNILATINA,2010,41.35,TAI,IES Padre Total,nan
3720.0,FUNDACION UNIVERSITARIA ESUMER,2010,18.99,TAI,IES Padre Total,nan
3725.0,FUNDACION TECNOLOGICA ALBERTO MERANI,2010,11.71,TAI,IES Padre Total,nan
3801.0,CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE,2010,72.45,TAI,IES Padre Total,nan
3803.0,CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES,2010,23.77,TAI,IES Padre Total,nan
3805.0,INSTITUTO DE EDUCACION EMPRESARIAL-IDEE-,2010,37.5,TAI,IES Padre Total,nan
3806.0,CORPORACION ESCUELA SUPERIOR DE ADMINISTRACION Y ESTUDIOS TECNOLOGICOS- EAE,2010,1.26,TAI,IES Padre Total,nan
3807.0,ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,2010,10.96,TAI,IES Padre Total,nan
3808.0,CORPORACION TECNOLOGICA DE BOGOTA - CTB - ,2010,19.52,TAI,IES Padre Total,nan
3809.0,INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-,2010,41.43,TAI,IES Padre Total,nan
3810.0,CORPORACION EDUCATIVA -ITAE-,2010,30.54,TAI,IES Padre Total,nan
3811.0,CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION,2010,28.3,TAI,IES Padre Total,nan
3812.0,INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,2010,21.87,TAI,IES Padre Total,nan
3817.0,CORPORACION UNIVERSITARIA AUTONOMA DE NARIO -AUNAR-,2010,48.96,TAI,IES Padre Total,nan
3819.0,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO,2010,23.78,TAI,IES Padre Total,nan
3820.0,CORPORACION ACADEMIA TECNOLOGICA DE COLOMBIA -ATEC-,2010,15.98,TAI,IES Padre Total,nan
3821.0,CORPORACION POLITECNICO DE LA COSTA ATLANTICA,2010,42.41,TAI,IES Padre Total,nan
3822.0,POLITECNICO ICAFT,2010,7.69,TAI,IES Padre Total,nan
3823.0,UNION AMERICANA DE EDUCACION SUPERIOR- UNION AMERICANA,2010,51.94,TAI,IES Padre Total,nan
3824.0,ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM,2010,19.37,TAI,IES Padre Total,nan
3826.0,CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-,2010,19.1,TAI,IES Padre Total,nan
3827.0,POLITECNICO SANTAFE DE BOGOTA,2010,46.15,TAI,IES Padre Total,nan
3828.0,TECNOLOGICA DEL SUR,2010,44.83,TAI,IES Padre Total,nan
3829.0,CORPORACION JHON F. KENNEDY,2010,15.97,TAI,IES Padre Total,nan
3830.0,CORPORACION UNIVERSAL DE INVESTIGACION Y TECNOLOGIA -CORUNIVERSITEC-,2010,0.02,TAI,IES Padre Total,nan
3831.0,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,2010,24.17,TAI,IES Padre Total,nan
3834.0,CORPORACION TECNOLOGICA CATOLICA DE OCCIDENTE - TECOC -,2010,25.58,TAI,IES Padre Total,nan
3901.0,ESCUELA DE FORMACION DE INFANTERIA DE MARINA,2010,0.0,TAI,IES Padre Total,nan
3902.0,ESCUELA  MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA,2010,1.25,TAI,IES Padre Total,nan
4101.0,INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO,2010,20.44,TAI,IES Padre Total,nan
4102.0,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,2010,20.44,TAI,IES Padre Total,nan
4106.0,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES,2010,39.25,TAI,IES Padre Total,nan
4107.0,INSTITUTO TECNICO AGRICOLA ITA,2010,27.81,TAI,IES Padre Total,nan
4108.0,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,2010,39.5,TAI,IES Padre Total,nan
4109.0,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ - INTENALCO,2010,39.37,TAI,IES Padre Total,nan
4110.0,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,2010,26.37,TAI,IES Padre Total,nan
4111.0,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA,2010,42.11,TAI,IES Padre Total,nan
4112.0,COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC,2010,41.28,TAI,IES Padre Total,nan
4701.0,FUNDACION ACADEMIA DE DIBUJO PROFESIONAL,2010,21.99,TAI,IES Padre Total,nan
4702.0,FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-,2010,99.92,TAI,IES Padre Total,nan
4705.0,"FUNDACION CENTRO DE EDUCACION SUPERIOR,INVESTIGACION Y PROFESIONALIZACION -CEDINPRO-",2010,41.58,TAI,IES Padre Total,nan
4708.0,FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-,2010,17.8,TAI,IES Padre Total,nan
4709.0,INSTITUCION UNIVERSITARIA EAM,2010,18.48,TAI,IES Padre Total,nan
4714.0,FUNDACION INTERAMERICANA TECNICA-FIT-,2010,8.4,TAI,IES Padre Total,nan
4719.0,FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA,2010,33.89,TAI,IES Padre Total,nan
4721.0,FUNDACION UNIVERSITARIA HORIZONTE,2010,49.51,TAI,IES Padre Total,nan
4726.0,FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR,2010,25.55,TAI,IES Padre Total,nan
4727.0,POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR,2010,26.47,TAI,IES Padre Total,nan
4801.0,CORPORACION ACADEMIA SUPERIOR DE ARTES,2010,19.22,TAI,IES Padre Total,nan
4803.0,CORPORACION POLITECNICO COLOMBO ANDINO,2010,48.64,TAI,IES Padre Total,nan
4805.0,CORPORACION TECNICA DE COLOMBIA -CORPOTEC-,2010,94.44,TAI,IES Padre Total,nan
4806.0,CORPORACION CENTRO DE ESTUDIOS ARTISTICOS Y TECNICOS-CEART-,2010,85.0,TAI,IES Padre Total,nan
4808.0,CORPORACION REGIONAL DE EDUCACION SUPERIOR-CRES-DE CALI,2010,24.39,TAI,IES Padre Total,nan
4810.0,CORPORACION UNIVERSITARIA CENDA,2010,33.49,TAI,IES Padre Total,nan
4812.0,CORPORACION DE EDUCACION SUPERIOR SURAMERICA,2010,33.33,TAI,IES Padre Total,nan
4813.0,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,2010,41.18,TAI,IES Padre Total,nan
4817.0,CORPORACION EDUCATIVA DEL LITORAL,2010,40.16,TAI,IES Padre Total,nan
4818.0,CORPORACION UNIVERSITARIA LATINOAMERICANA - CUL,2010,27.47,TAI,IES Padre Total,nan
4822.0,CORPORACION ESCUELA DE ARTES Y LETRAS,2010,19.28,TAI,IES Padre Total,nan
4825.0,CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF,2010,61.76,TAI,IES Padre Total,nan
4826.0,CORPORACION UNIVERSITARIA REGIONAL DEL CARIBE -IAFIC-,2010,35.8,TAI,IES Padre Total,nan
4827.0,"CORPORACION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE ARTES, IDEARTES",2010,16.63,TAI,IES Padre Total,nan
4829.0,CORPORACION INTERAMERICANA DE EDUCACION SUPERIOR-CORPOCIDES,2010,51.33,TAI,IES Padre Total,nan
4832.0,CORPORACION INSTITUTO SUPERIOR DE EDUCACION SOCIAL-ISES-,2010,23.41,TAI,IES Padre Total,nan
4835.0,CORPORACION UNIVERSITARIA TALLER CINCO CENTRO DE DISEO,2010,15.19,TAI,IES Padre Total,nan
4837.0,"CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES, EDUCACION Y SALUD -CORSALUD-",2010,31.98,TAI,IES Padre Total,nan
5802.0,UNIVERSIDAD ECCI,2010,21.25,TAI,IES Padre Total,nan
9102.0,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,2010,0.83,TAI,IES Padre Total,nan
9103.0,ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ,2010,2.34,TAI,IES Padre Total,nan
9104.0,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,2010,2.17,TAI,IES Padre Total,nan
9105.0,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,2010,5.47,TAI,IES Padre Total,nan
9107.0,ESCUELA DE INGENIEROS MILITARES,2010,40.86,TAI,IES Padre Total,nan
9116.0,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,2010,82.93,TAI,IES Padre Total,nan
9117.0,ESCUELA INTERNACIONAL DE ESTUDIOS SUPERIORES - INTER,2010,20.2,TAI,IES Padre Total,nan
9119.0,CORPORACION UNIVERSITARIA AMERICANA,2010,21.77,TAI,IES Padre Total,nan
9120.0,FUNDACION UNIVERSITARIA BELLAS ARTES,2010,9.41,TAI,IES Padre Total,nan
9121.0,FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO,2010,36.19,TAI,IES Padre Total,nan
9124.0,TECNOLOGICO COREDI,2010,34.92,TAI,IES Padre Total,nan
9127.0,CORPORACION UNIVERSITARIA DE SABANETA - UNISABANETA,2010,39.39,TAI,IES Padre Total,nan
9128.0,LCI - FUNDACION TECNOLOGICA,2010,0.0,TAI,IES Padre Total,nan
1101.0,UNIVERSIDAD NACIONAL DE COLOMBIA,2011,7.83,TAI,IES Padre Total,nan
1105.0,UNIVERSIDAD PEDAGOGICA NACIONAL,2011,10.72,TAI,IES Padre Total,nan
1106.0,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,2011,8.6,TAI,IES Padre Total,nan
1110.0,UNIVERSIDAD DEL CAUCA,2011,8.28,TAI,IES Padre Total,nan
1111.0,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,2011,14.2,TAI,IES Padre Total,nan
1112.0,UNIVERSIDAD DE CALDAS,2011,12.47,TAI,IES Padre Total,nan
1113.0,UNIVERSIDAD DE CORDOBA,2011,12.78,TAI,IES Padre Total,nan
1114.0,UNIVERSIDAD SURCOLOMBIANA,2011,16.24,TAI,IES Padre Total,nan
1115.0,UNIVERSIDAD DE LA AMAZONIA,2011,11.89,TAI,IES Padre Total,nan
1117.0,UNIVERSIDAD MILITAR-NUEVA GRANADA,2011,34.68,TAI,IES Padre Total,nan
1118.0,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,2011,12.06,TAI,IES Padre Total,nan
1119.0,UNIVERSIDAD DE LOS LLANOS,2011,11.27,TAI,IES Padre Total,nan
1120.0,UNIVERSIDAD POPULAR DEL CESAR,2011,14.29,TAI,IES Padre Total,nan
1121.0,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,2011,9.99,TAI,IES Padre Total,nan
1122.0,UNIVERSIDAD DEL PACIFICO,2011,20.81,TAI,IES Padre Total,nan
1201.0,UNIVERSIDAD DE ANTIOQUIA,2011,31.53,TAI,IES Padre Total,nan
1202.0,UNIVERSIDAD DEL ATLANTICO,2011,18.18,TAI,IES Padre Total,nan
1203.0,UNIVERSIDAD DEL VALLE,2011,9.86,TAI,IES Padre Total,nan
1204.0,UNIVERSIDAD INDUSTRIAL DE SANTANDER,2011,8.74,TAI,IES Padre Total,nan
1205.0,UNIVERSIDAD DE CARTAGENA,2011,11.1,TAI,IES Padre Total,nan
1206.0,UNIVERSIDAD DE NARIO,2011,9.22,TAI,IES Padre Total,nan
1207.0,UNIVERSIDAD DEL TOLIMA,2011,19.41,TAI,IES Padre Total,nan
1208.0,UNIVERSIDAD DEL QUINDIO,2011,14.23,TAI,IES Padre Total,nan
1209.0,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER,2011,12.41,TAI,IES Padre Total,nan
1210.0,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER,2011,14.62,TAI,IES Padre Total,nan
1212.0,UNIVERSIDAD DE PAMPLONA,2011,14.47,TAI,IES Padre Total,nan
1213.0,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,2011,13.49,TAI,IES Padre Total,nan
1214.0,UNIVERSIDAD DE CUNDINAMARCA-UDEC,2011,16.61,TAI,IES Padre Total,nan
1217.0,UNIVERSIDAD DE SUCRE,2011,20.46,TAI,IES Padre Total,nan
1218.0,UNIVERSIDAD DE LA GUAJIRA,2011,18.23,TAI,IES Padre Total,nan
1301.0,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,2011,14.08,TAI,IES Padre Total,nan
1701.0,PONTIFICIA UNIVERSIDAD JAVERIANA,2011,12.63,TAI,IES Padre Total,nan
1703.0,UNIVERSIDAD INCCA DE COLOMBIA,2011,18.82,TAI,IES Padre Total,nan
1704.0,UNIVERSIDAD SANTO TOMAS,2011,16.63,TAI,IES Padre Total,nan
1706.0,UNIVERSIDAD EXTERNADO DE COLOMBIA,2011,17.56,TAI,IES Padre Total,nan
1707.0,FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,2011,12.25,TAI,IES Padre Total,nan
1709.0,UNIVERSIDAD CENTRAL,2011,15.22,TAI,IES Padre Total,nan
1710.0,UNIVERSIDAD PONTIFICIA BOLIVARIANA,2011,12.45,TAI,IES Padre Total,nan
1711.0,UNIVERSIDAD DE LA SABANA,2011,5.84,TAI,IES Padre Total,nan
1712.0,UNIVERSIDAD EAFIT-,2011,8.54,TAI,IES Padre Total,nan
1713.0,UNIVERSIDAD DEL NORTE,2011,6.53,TAI,IES Padre Total,nan
1714.0,COLEGIO MAYOR DE NUESTRA SEORA DEL ROSARIO,2011,10.53,TAI,IES Padre Total,nan
1715.0,FUNDACION UNIVERSIDAD DE AMERICA,2011,7.47,TAI,IES Padre Total,nan
1718.0,UNIVERSIDAD DE SAN BUENAVENTURA,2011,17.09,TAI,IES Padre Total,nan
1719.0,UNIVERSIDAD CATOLICA DE COLOMBIA,2011,15.39,TAI,IES Padre Total,nan
1720.0,UNIVERSIDAD MARIANA,2011,21.62,TAI,IES Padre Total,nan
1722.0,UNIVERSIDAD DE MANIZALES,2011,9.6,TAI,IES Padre Total,nan
1725.0,FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA -FUAC-,2011,19.17,TAI,IES Padre Total,nan
1726.0,UNIVERSIDAD CATOLICA DE ORIENTE -UCO,2011,14.22,TAI,IES Padre Total,nan
1728.0,UNIVERSIDAD SERGIO ARBOLEDA,2011,16.49,TAI,IES Padre Total,nan
1729.0,UNIVERSIDAD EL BOSQUE,2011,11.33,TAI,IES Padre Total,nan
1734.0,UNIVERSIDAD DE BOYACA UNIBOYACA,2011,10.84,TAI,IES Padre Total,nan
1735.0,UNIVERSIDAD MANUELA BELTRAN-UMB-,2011,15.7,TAI,IES Padre Total,nan
1801.0,UNIVERSIDAD LA GRAN COLOMBIA,2011,16.84,TAI,IES Padre Total,nan
1803.0,UNIVERSIDAD DE LA SALLE,2011,15.0,TAI,IES Padre Total,nan
1804.0,UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA,2011,22.56,TAI,IES Padre Total,nan
1805.0,UNIVERSIDAD SANTIAGO DE CALI,2011,21.63,TAI,IES Padre Total,nan
1806.0,UNIVERSIDAD LIBRE,2011,17.81,TAI,IES Padre Total,nan
1812.0,UNIVERSIDAD DE MEDELLIN,2011,13.67,TAI,IES Padre Total,nan
1813.0,UNIVERSIDAD DE LOS ANDES,2011,6.27,TAI,IES Padre Total,nan
1814.0,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-,2011,10.93,TAI,IES Padre Total,nan
1815.0,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA,2011,11.59,TAI,IES Padre Total,nan
1818.0,UNIVERSIDAD COOPERATIVA DE COLOMBIA,2011,29.73,TAI,IES Padre Total,nan
1823.0,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,2011,17.99,TAI,IES Padre Total,nan
1824.0,UNIVERSIDAD METROPOLITANA,2011,12.22,TAI,IES Padre Total,nan
1825.0,UNIVERSIDAD AUTONOMA DE MANIZALES,2011,16.23,TAI,IES Padre Total,nan
1826.0,UNIVERSIDAD ANTONIO NARIO,2011,18.54,TAI,IES Padre Total,nan
1827.0,UNIVERSIDAD CATOLICA DE MANIZALES,2011,8.08,TAI,IES Padre Total,nan
1828.0,UNIVERSIDAD ICESI,2011,9.04,TAI,IES Padre Total,nan
1830.0,UNIVERSIDAD AUTONOMA DE OCCIDENTE,2011,15.19,TAI,IES Padre Total,nan
1831.0,UNIVERSIDAD DE IBAGUE,2011,14.61,TAI,IES Padre Total,nan
1832.0,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,2011,23.16,TAI,IES Padre Total,nan
1833.0,UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -,2011,13.78,TAI,IES Padre Total,nan
1835.0,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA,2011,14.52,TAI,IES Padre Total,nan
2102.0,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,2011,24.52,TAI,IES Padre Total,nan
2104.0,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,2011,11.11,TAI,IES Padre Total,nan
2106.0,DIRECCION NACIONAL DE ESCUELAS,2011,3.39,TAI,IES Padre Total,nan
2110.0,COLEGIO MAYOR DE ANTIOQUIA,2011,16.25,TAI,IES Padre Total,nan
2114.0,ESCUELA NACIONAL DEL DEPORTE,2011,0.74,TAI,IES Padre Total,nan
2206.0,INSTITUTO DEPARTAMENTAL DE BELLAS ARTES,2011,11.25,TAI,IES Padre Total,nan
2207.0,INSTITUTO UNIVERSITARIO DE LA PAZ,2011,19.21,TAI,IES Padre Total,nan
2208.0,CONSERVATORIO DEL TOLIMA,2011,11.76,TAI,IES Padre Total,nan
2209.0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,2011,12.62,TAI,IES Padre Total,nan
2211.0,INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR,2011,16.85,TAI,IES Padre Total,nan
2301.0,UNIDAD CENTRAL DEL VALLE DEL CAUCA,2011,13.13,TAI,IES Padre Total,nan
2302.0,INSTITUCION UNIVERSITARIA DE ENVIGADO,2011,14.37,TAI,IES Padre Total,nan
2701.0,INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC,2011,14.12,TAI,IES Padre Total,nan
2702.0,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD,2011,5.93,TAI,IES Padre Total,nan
2704.0,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-,2011,4.74,TAI,IES Padre Total,nan
2707.0,FUNDACION UNIVERSITARIA JUAN N. CORPAS,2011,5.36,TAI,IES Padre Total,nan
2708.0,UNIVERSIDAD CES,2011,7.15,TAI,IES Padre Total,nan
2709.0,FUNDACION UNIVERSITARIA SAN MARTIN,2011,16.38,TAI,IES Padre Total,nan
2710.0,FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE,2011,13.3,TAI,IES Padre Total,nan
2711.0,UNIVERSIDAD CATOLICA DE PEREIRA,2011,12.67,TAI,IES Padre Total,nan
2712.0,FUNDACION UNIVERSITARIA KONRAD LORENZ,2011,13.97,TAI,IES Padre Total,nan
2713.0,FUNDACION UNIVERSITARIA LOS LIBERTADORES,2011,17.77,TAI,IES Padre Total,nan
2715.0,FUNDACION UNIVERSITARIA DE POPAYAN,2011,13.99,TAI,IES Padre Total,nan
2719.0,UNIVERSIDAD CATLICA LUIS AMIG,2011,13.09,TAI,IES Padre Total,nan
2720.0,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,2011,10.57,TAI,IES Padre Total,nan
2721.0,FUNDACION UNIVERSITARIA MARIA CANO,2011,16.32,TAI,IES Padre Total,nan
2722.0,FUNDACION CENTRO UNIVERSITARIO DE BIENESTAR RURAL,2011,100.0,TAI,IES Padre Total,nan
2723.0,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,2011,10.73,TAI,IES Padre Total,nan
2724.0,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -,2011,14.33,TAI,IES Padre Total,nan
2725.0,POLITECNICO GRANCOLOMBIANO,2011,32.18,TAI,IES Padre Total,nan
2727.0,FUNDACION UNIVERSITARIA-CEIPA-,2011,33.06,TAI,IES Padre Total,nan
2728.0,FUNDACION UNIVERSITARIA DEL AREA ANDINA,2011,13.75,TAI,IES Padre Total,nan
2730.0,FUNDACION ESCUELA COLOMBIANA DE REHABILITACION,2011,6.31,TAI,IES Padre Total,nan
2731.0,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM,2011,15.01,TAI,IES Padre Total,nan
2732.0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,2011,32.33,TAI,IES Padre Total,nan
2733.0,FUNDACIN UNIVERSITARIA SAN ALFONSO- FUSA-,2011,25.74,TAI,IES Padre Total,nan
2736.0,FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA,2011,5.0,TAI,IES Padre Total,nan
2738.0,FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA,2011,23.41,TAI,IES Padre Total,nan
2739.0,FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR,2011,15.52,TAI,IES Padre Total,nan
2740.0,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA,2011,7.19,TAI,IES Padre Total,nan
2741.0,FUNDACION DE ESTUDIOS SUPERIORES - MONSEOR ABRAHAM ESCUDERO MONTOYA  - FUNDES,2011,23.47,TAI,IES Padre Total,nan
2743.0,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO,2011,13.7,TAI,IES Padre Total,nan
2744.0,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI,2011,10.37,TAI,IES Padre Total,nan
